Verification type,Type,SubType,Lane configuration,Width,Support,Positioning of internal forces influence line,Action effect,Span,"?Q1,global","?Q2,global","?q,global Class+","?q,global Class","?Q1,local","?Q2,local"
Both,Slab,Short,Bi4L,18,Semi,p3,MxEdg,8,0.55,0.35,-0.084826177,-0.308000404,0.55,0.4
Both,Slab,Short,Bi4L,18,Semi,p3,MxEdg,10,0.55,0.35,0.210113112,0.045821913,0.55,0.4
Transversal,DalleRoulem,PorteAFaux,Uni2L,1.22,SimpForM,AR0,M,1.22,0.55,0.35,0.417213213,0.443413507,0.55,0.4
Transversal,DalleRoulem,PorteAFaux,Uni2L,1.22,SimpForM,AR2,M,1.22,0.55,0.35,0.478409469,0.43127819,0.55,0.4
Transversal,DalleRoulem,PorteAFaux,Uni2L,1.22,SimpForM,BR1,M,1.22,0.55,0.35,0.526661395,0.449322982,0.55,0.4
Transversal,DalleRoulem,PorteAFaux,Uni2L,1.22,SimpForV,AR0,V,1.22,0.55,0.35,0.508621434,0.504135249,0.55,0.4
Transversal,DalleRoulem,PorteAFaux,Uni2L,1.22,SimpForV,AR2,V,1.22,0.55,0.35,0.449707628,0.479127094,0.55,0.4
Transversal,DalleRoulem,PorteAFaux,Uni2L,1.22,SimpForV,BR1,V,1.22,0.55,0.35,0.465212801,0.427796078,0.55,0.4
Transversal,DalleRoulem,PorteAFaux,Bi2L,1.22,SimpForM,AR0,M,1.22,0.55,0.35,0.421225916,0.422593756,0.55,0.4
Transversal,DalleRoulem,PorteAFaux,Bi2L,1.22,SimpForM,AR2,M,1.22,0.55,0.35,0.392268548,0.378070452,0.55,0.4
Transversal,DalleRoulem,PorteAFaux,Bi2L,1.22,SimpForM,BR1,M,1.22,0.55,0.35,0.385903737,0.367164854,0.55,0.4
Transversal,DalleRoulem,PorteAFaux,Bi2L,1.22,SimpForV,AR0,V,1.22,0.55,0.35,0.467287268,0.467545917,0.55,0.4
Transversal,DalleRoulem,PorteAFaux,Bi2L,1.22,SimpForV,AR2,V,1.22,0.55,0.35,0.439032797,0.440270764,0.55,0.4
Transversal,DalleRoulem,PorteAFaux,Bi2L,1.22,SimpForV,BR1,V,1.22,0.55,0.35,0.412400184,0.406986254,0.55,0.4
Transversal,DalleRoulem,PorteAFaux,Uni2L,2.33,SimpForM,AR0,M,2.33,0.55,0.35,0.456341997,0.407815264,0.55,0.4
Transversal,DalleRoulem,PorteAFaux,Uni2L,2.33,SimpForM,AR2,M,2.33,0.55,0.35,0.506722396,0.440687361,0.55,0.4
Transversal,DalleRoulem,PorteAFaux,Uni2L,2.33,SimpForM,BR1,M,2.33,0.55,0.35,0.543828225,0.477801408,0.55,0.4
Transversal,DalleRoulem,PorteAFaux,Uni2L,2.33,SimpForV,AR0,V,2.33,0.55,0.35,0.481650131,0.469966458,0.55,0.4
Transversal,DalleRoulem,PorteAFaux,Uni2L,2.33,SimpForV,AR2,V,2.33,0.55,0.35,0.435096071,0.458196919,0.55,0.4
Transversal,DalleRoulem,PorteAFaux,Uni2L,2.33,SimpForV,BR1,V,2.33,0.55,0.35,0.440530264,0.46349694,0.55,0.4
Transversal,DalleRoulem,PorteAFaux,Bi2L,2.33,SimpForM,AR0,M,2.33,0.55,0.35,0.356983914,0.360209015,0.55,0.4
Transversal,DalleRoulem,PorteAFaux,Bi2L,2.33,SimpForM,AR2,M,2.33,0.55,0.35,0.397892236,0.355787277,0.55,0.4
Transversal,DalleRoulem,PorteAFaux,Bi2L,2.33,SimpForM,BR1,M,2.33,0.55,0.35,0.411394235,0.371355566,0.55,0.4
Transversal,DalleRoulem,PorteAFaux,Bi2L,2.33,SimpForV,AR0,V,2.33,0.55,0.35,0.449593668,0.450975664,0.55,0.4
Transversal,DalleRoulem,PorteAFaux,Bi2L,2.33,SimpForV,AR2,V,2.33,0.55,0.35,0.427693712,0.429439507,0.55,0.4
Transversal,DalleRoulem,PorteAFaux,Bi2L,2.33,SimpForV,BR1,V,2.33,0.55,0.35,0.4277925,0.429715039,0.55,0.4
Transversal,DalleRoulem,PorteAFaux,Uni2L,3.44,SimpForM,AR0,M,3.44,0.55,0.35,0.500676544,0.425854889,0.55,0.4
Transversal,DalleRoulem,PorteAFaux,Uni2L,3.44,SimpForM,AR2,M,3.44,0.55,0.35,0.503528718,0.438721814,0.55,0.4
Transversal,DalleRoulem,PorteAFaux,Uni2L,3.44,SimpForM,BR1,M,3.44,0.55,0.35,0.52371883,0.457617387,0.55,0.4
Transversal,DalleRoulem,PorteAFaux,Uni2L,3.44,SimpForV,AR0,V,3.44,0.55,0.35,0.418461654,0.436714934,0.55,0.4
Transversal,DalleRoulem,PorteAFaux,Uni2L,3.44,SimpForV,AR2,V,3.44,0.55,0.35,0.442576599,0.39605438,0.55,0.4
Transversal,DalleRoulem,PorteAFaux,Uni2L,3.44,SimpForV,BR1,V,3.44,0.55,0.35,0.446763166,0.404842494,0.55,0.4
Transversal,DalleRoulem,PorteAFaux,Bi2L,3.44,SimpForM,AR0,M,3.44,0.55,0.35,0.364327914,0.346820529,0.55,0.4
Transversal,DalleRoulem,PorteAFaux,Bi2L,3.44,SimpForM,AR2,M,3.44,0.55,0.35,0.405830437,0.353685976,0.55,0.4
Transversal,DalleRoulem,PorteAFaux,Bi2L,3.44,SimpForM,BR1,M,3.44,0.55,0.35,0.432124748,0.361245542,0.55,0.4
Transversal,DalleRoulem,PorteAFaux,Bi2L,3.44,SimpForV,AR0,V,3.44,0.55,0.35,0.384070164,0.374382615,0.55,0.4
Transversal,DalleRoulem,PorteAFaux,Bi2L,3.44,SimpForV,AR2,V,3.44,0.55,0.35,0.385002204,0.368397044,0.55,0.4
Transversal,DalleRoulem,PorteAFaux,Bi2L,3.44,SimpForV,BR1,V,3.44,0.55,0.35,0.394833328,0.372756252,0.55,0.4
Transversal,DalleRoulem,PorteAFaux,Uni2L,4.56,SimpForM,AR0,M,4.56,0.55,0.55,0.472858729,0.409854835,0.55,0.4
Transversal,DalleRoulem,PorteAFaux,Uni2L,4.56,SimpForM,AR2,M,4.56,0.55,0.55,0.460694953,0.399434959,0.55,0.4
Transversal,DalleRoulem,PorteAFaux,Uni2L,4.56,SimpForM,BR1,M,4.56,0.55,0.55,0.475685235,0.413102464,0.55,0.4
Transversal,DalleRoulem,PorteAFaux,Uni2L,4.56,SimpForV,AR0,V,4.56,0.55,0.55,0.323567774,0.291826587,0.55,0.4
Transversal,DalleRoulem,PorteAFaux,Uni2L,4.56,SimpForV,AR2,V,4.56,0.55,0.55,0.330723945,0.294504968,0.55,0.4
Transversal,DalleRoulem,PorteAFaux,Uni2L,4.56,SimpForV,BR1,V,4.56,0.55,0.55,0.333834476,0.296513041,0.55,0.4
Transversal,DalleRoulem,PorteAFaux,Bi2L,4.56,SimpForM,AR0,M,4.56,0.55,0.55,0.371916576,0.320254413,0.55,0.4
Transversal,DalleRoulem,PorteAFaux,Bi2L,4.56,SimpForM,AR2,M,4.56,0.55,0.55,0.37781819,0.307675407,0.55,0.4
Transversal,DalleRoulem,PorteAFaux,Bi2L,4.56,SimpForM,BR1,M,4.56,0.55,0.55,0.363801494,0.317222317,0.55,0.4
Transversal,DalleRoulem,PorteAFaux,Bi2L,4.56,SimpForV,AR0,V,4.56,0.55,0.55,0.261477665,0.256677676,0.55,0.4
Transversal,DalleRoulem,PorteAFaux,Bi2L,4.56,SimpForV,AR2,V,4.56,0.55,0.55,0.26113908,0.258923912,0.55,0.4
Transversal,DalleRoulem,PorteAFaux,Bi2L,4.56,SimpForV,BR1,V,4.56,0.55,0.55,0.253584374,0.261411503,0.55,0.4
Transversal,DalleRoulem,PorteAFaux,Uni2L,5.67,SimpForM,AR0,M,5.67,0.55,0.55,0.477747615,0.415761991,0.55,0.4
Transversal,DalleRoulem,PorteAFaux,Uni2L,5.67,SimpForM,AR2,M,5.67,0.55,0.55,0.444614276,0.385070001,0.55,0.4
Transversal,DalleRoulem,PorteAFaux,Uni2L,5.67,SimpForM,BR1,M,5.67,0.55,0.55,0.460298014,0.398900573,0.55,0.4
Transversal,DalleRoulem,PorteAFaux,Uni2L,5.67,SimpForV,AR0,V,5.67,0.55,0.55,0.332359112,0.295700354,0.55,0.4
Transversal,DalleRoulem,PorteAFaux,Uni2L,5.67,SimpForV,AR2,V,5.67,0.55,0.55,0.336600836,0.296752885,0.55,0.4
Transversal,DalleRoulem,PorteAFaux,Uni2L,5.67,SimpForV,BR1,V,5.67,0.55,0.55,0.339310145,0.298404706,0.55,0.4
Transversal,DalleRoulem,PorteAFaux,Bi2L,5.67,SimpForM,AR0,M,5.67,0.55,0.55,0.354037598,0.317915129,0.55,0.4
Transversal,DalleRoulem,PorteAFaux,Bi2L,5.67,SimpForM,AR2,M,5.67,0.55,0.55,0.340489446,0.298608,0.55,0.4
Transversal,DalleRoulem,PorteAFaux,Bi2L,5.67,SimpForM,BR1,M,5.67,0.55,0.55,0.356730924,0.309037992,0.55,0.4
Transversal,DalleRoulem,PorteAFaux,Bi2L,5.67,SimpForV,AR0,V,5.67,0.55,0.55,0.252996468,0.257839044,0.55,0.4
Transversal,DalleRoulem,PorteAFaux,Bi2L,5.67,SimpForV,AR2,V,5.67,0.55,0.55,0.250703619,0.249433789,0.55,0.4
Transversal,DalleRoulem,PorteAFaux,Bi2L,5.67,SimpForV,BR1,V,5.67,0.55,0.55,0.252449624,0.260336401,0.55,0.4
Transversal,DalleRoulem,PorteAFaux,Uni2L,6.78,SimpForM,AR0,M,6.78,0.55,0.55,0.480250154,0.391587101,0.55,0.4
Transversal,DalleRoulem,PorteAFaux,Uni2L,6.78,SimpForM,AR2,M,6.78,0.55,0.55,0.409017672,0.351249812,0.55,0.4
Transversal,DalleRoulem,PorteAFaux,Uni2L,6.78,SimpForM,BR1,M,6.78,0.55,0.55,0.423695762,0.372640475,0.55,0.4
Transversal,DalleRoulem,PorteAFaux,Uni2L,6.78,SimpForV,AR0,V,6.78,0.55,0.55,0.323745958,0.341254856,0.55,0.4
Transversal,DalleRoulem,PorteAFaux,Uni2L,6.78,SimpForV,AR2,V,6.78,0.55,0.55,0.342749556,0.306663732,0.55,0.4
Transversal,DalleRoulem,PorteAFaux,Uni2L,6.78,SimpForV,BR1,V,6.78,0.55,0.55,0.348196912,0.310894387,0.55,0.4
Transversal,DalleRoulem,PorteAFaux,Bi2L,6.78,SimpForM,AR0,M,6.78,0.55,0.55,0.342193318,0.302340291,0.55,0.4
Transversal,DalleRoulem,PorteAFaux,Bi2L,6.78,SimpForM,AR2,M,6.78,0.55,0.55,0.342003675,0.275802493,0.55,0.4
Transversal,DalleRoulem,PorteAFaux,Bi2L,6.78,SimpForM,BR1,M,6.78,0.55,0.55,0.359182595,0.277498068,0.55,0.4
Transversal,DalleRoulem,PorteAFaux,Bi2L,6.78,SimpForV,AR0,V,6.78,0.55,0.55,0.270891072,0.269828625,0.55,0.4
Transversal,DalleRoulem,PorteAFaux,Bi2L,6.78,SimpForV,AR2,V,6.78,0.55,0.55,0.280349414,0.276001181,0.55,0.4
Transversal,DalleRoulem,PorteAFaux,Bi2L,6.78,SimpForV,BR1,V,6.78,0.55,0.55,0.284122774,0.279668917,0.55,0.4
Transversal,DalleRoulem,DalleEntrePoutres,Uni2L,3,SimpForMn,PENC,Mn,3,0.55,0.55,0.317436357,0.317416071,0.55,0.4
Transversal,DalleRoulem,DalleEntrePoutres,Uni2L,3,SimpForMn,SENC,Mn,3,0.55,0.55,0.323060601,0.303661572,0.55,0.4
Transversal,DalleRoulem,DalleEntrePoutres,Uni2L,3,SimpForMp,PENC,Mp,3,0.55,0.55,0.339232806,0.299567676,0.55,0.4
Transversal,DalleRoulem,DalleEntrePoutres,Uni2L,3,SimpForMp,SENC,Mp,3,0.55,0.55,0.317091308,0.336070193,0.55,0.4
Transversal,DalleRoulem,DalleEntrePoutres,Uni2L,3,SimpForMp,SMPL,Mp,3,0.55,0.55,0.332282552,0.303617017,0.55,0.4
Transversal,DalleRoulem,DalleEntrePoutres,Uni2L,3,SimpForV,PENC,V,3,0.55,0.55,0.346823444,0.34666597,0.55,0.4
Transversal,DalleRoulem,DalleEntrePoutres,Uni2L,3,SimpForV,SENC,V,3,0.55,0.55,0.355941853,0.355155301,0.55,0.4
Transversal,DalleRoulem,DalleEntrePoutres,Uni2L,3,SimpForV,SMPL,V,3,0.55,0.55,0.35699727,0.356197799,0.55,0.4
Transversal,DalleRoulem,DalleEntrePoutres,Bi2L,3,SimpForMn,PENC,Mn,3,0.55,0.55,0.270429194,0.270461274,0.55,0.4
Transversal,DalleRoulem,DalleEntrePoutres,Bi2L,3,SimpForMn,SENC,Mn,3,0.55,0.55,0.272099803,0.27210692,0.55,0.4
Transversal,DalleRoulem,DalleEntrePoutres,Bi2L,3,SimpForMp,PENC,Mp,3,0.55,0.55,0.302655067,0.302476286,0.55,0.4
Transversal,DalleRoulem,DalleEntrePoutres,Bi2L,3,SimpForMp,SENC,Mp,3,0.55,0.55,0.271038276,0.270653362,0.55,0.4
Transversal,DalleRoulem,DalleEntrePoutres,Bi2L,3,SimpForMp,SMPL,Mp,3,0.55,0.55,0.259772295,0.259688932,0.55,0.4
Transversal,DalleRoulem,DalleEntrePoutres,Bi2L,3,SimpForV,PENC,V,3,0.55,0.55,0.342439177,0.342444725,0.55,0.4
Transversal,DalleRoulem,DalleEntrePoutres,Bi2L,3,SimpForV,SENC,V,3,0.55,0.55,0.331246402,0.331069811,0.55,0.4
Transversal,DalleRoulem,DalleEntrePoutres,Bi2L,3,SimpForV,SMPL,V,3,0.55,0.55,0.332567112,0.332368882,0.55,0.4
Transversal,DalleRoulem,DalleEntrePoutres,Uni2L,7.5,SimpForMn,PENC,Mn,7.5,0.55,0.55,0.343887718,0.318301132,0.55,0.4
Transversal,DalleRoulem,DalleEntrePoutres,Uni2L,7.5,SimpForMn,SENC,Mn,7.5,0.55,0.55,0.373178982,0.326220295,0.55,0.4
Transversal,DalleRoulem,DalleEntrePoutres,Uni2L,7.5,SimpForMp,PENC,Mp,7.5,0.55,0.55,0.323993908,0.313853994,0.55,0.4
Transversal,DalleRoulem,DalleEntrePoutres,Uni2L,7.5,SimpForMp,SENC,Mp,7.5,0.55,0.55,0.353920522,0.329859226,0.55,0.4
Transversal,DalleRoulem,DalleEntrePoutres,Uni2L,7.5,SimpForMp,SMPL,Mp,7.5,0.55,0.55,0.365805085,0.334305053,0.55,0.4
Transversal,DalleRoulem,DalleEntrePoutres,Uni2L,7.5,SimpForV,PENC,V,7.5,0.55,0.55,0.333858213,0.285583642,0.55,0.4
Transversal,DalleRoulem,DalleEntrePoutres,Uni2L,7.5,SimpForV,SENC,V,7.5,0.55,0.55,0.310977284,0.297760058,0.55,0.4
Transversal,DalleRoulem,DalleEntrePoutres,Uni2L,7.5,SimpForV,SMPL,V,7.5,0.55,0.55,0.306467327,0.298643447,0.55,0.4
Transversal,DalleRoulem,DalleEntrePoutres,Bi2L,7.5,SimpForMn,PENC,Mn,7.5,0.55,0.55,0.264501568,0.264392026,0.55,0.4
Transversal,DalleRoulem,DalleEntrePoutres,Bi2L,7.5,SimpForMn,SENC,Mn,7.5,0.55,0.55,0.262658957,0.255991335,0.55,0.4
Transversal,DalleRoulem,DalleEntrePoutres,Bi2L,7.5,SimpForMp,PENC,Mp,7.5,0.55,0.55,0.263814895,0.263782278,0.55,0.4
Transversal,DalleRoulem,DalleEntrePoutres,Bi2L,7.5,SimpForMp,SENC,Mp,7.5,0.55,0.55,0.285052003,0.28482582,0.55,0.4
Transversal,DalleRoulem,DalleEntrePoutres,Bi2L,7.5,SimpForMp,SMPL,Mp,7.5,0.55,0.55,0.294697905,0.294266436,0.55,0.4
Transversal,DalleRoulem,DalleEntrePoutres,Bi2L,7.5,SimpForV,PENC,V,7.5,0.55,0.55,0.257891266,0.257921603,0.55,0.4
Transversal,DalleRoulem,DalleEntrePoutres,Bi2L,7.5,SimpForV,SENC,V,7.5,0.55,0.55,0.247567246,0.247507555,0.55,0.4
Transversal,DalleRoulem,DalleEntrePoutres,Bi2L,7.5,SimpForV,SMPL,V,7.5,0.55,0.55,0.245755207,0.245752098,0.55,0.4
Transversal,DalleRoulem,DalleEntrePoutres,Uni2L,12,SimpForMn,PENC,Mn,12,0.55,0.55,0.370155341,0.348852092,0.55,0.4
Transversal,DalleRoulem,DalleEntrePoutres,Uni2L,12,SimpForMn,SENC,Mn,12,0.55,0.55,0.384707946,0.348708649,0.55,0.4
Transversal,DalleRoulem,DalleEntrePoutres,Uni2L,12,SimpForMp,PENC,Mp,12,0.55,0.55,0.360987913,0.328727616,0.55,0.4
Transversal,DalleRoulem,DalleEntrePoutres,Uni2L,12,SimpForMp,SENC,Mp,12,0.55,0.55,0.372705834,0.334594252,0.55,0.4
Transversal,DalleRoulem,DalleEntrePoutres,Uni2L,12,SimpForMp,SMPL,Mp,12,0.55,0.55,0.362486293,0.322288521,0.55,0.4
Transversal,DalleRoulem,DalleEntrePoutres,Uni2L,12,SimpForV,PENC,V,12,0.55,0.55,0.323140546,0.320544702,0.55,0.4
Transversal,DalleRoulem,DalleEntrePoutres,Uni2L,12,SimpForV,SENC,V,12,0.55,0.55,0.316740062,0.290252501,0.55,0.4
Transversal,DalleRoulem,DalleEntrePoutres,Uni2L,12,SimpForV,SMPL,V,12,0.55,0.55,0.301396417,0.286671601,0.55,0.4
Transversal,DalleRoulem,DalleEntrePoutres,Bi2L,12,SimpForMn,PENC,Mn,12,0.55,0.55,0.312843017,0.311894218,0.55,0.4
Transversal,DalleRoulem,DalleEntrePoutres,Bi2L,12,SimpForMn,SENC,Mn,12,0.55,0.55,0.315225458,0.313669262,0.55,0.4
Transversal,DalleRoulem,DalleEntrePoutres,Bi2L,12,SimpForMp,PENC,Mp,12,0.55,0.55,0.278206905,0.277769587,0.55,0.4
Transversal,DalleRoulem,DalleEntrePoutres,Bi2L,12,SimpForMp,SENC,Mp,12,0.55,0.55,0.290826062,0.290192149,0.55,0.4
Transversal,DalleRoulem,DalleEntrePoutres,Bi2L,12,SimpForMp,SMPL,Mp,12,0.55,0.55,0.286545397,0.305391977,0.55,0.4
Transversal,DalleRoulem,DalleEntrePoutres,Bi2L,12,SimpForV,PENC,V,12,0.55,0.55,0.254118222,0.251513399,0.55,0.4
Transversal,DalleRoulem,DalleEntrePoutres,Bi2L,12,SimpForV,SENC,V,12,0.55,0.55,0.245573008,0.245319455,0.55,0.4
Transversal,DalleRoulem,DalleEntrePoutres,Bi2L,12,SimpForV,SMPL,V,12,0.55,0.55,0.239730306,0.239663255,0.55,0.4
